X,Y,Z,标注类别名称,预测类别,图像路径
278.0322,268.16974,141.28094,cow_11,cow_8,./dataset/test-41-different/all\cow_11\cow_11_497.png
256.21176,338.56943,163.40839,cow_11,cow_8,./dataset/test-41-different/all\cow_11\cow_11_51.png
394.3002,270.99762,218.00742,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_11.png
411.8005,194.00717,140.2247,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1102.png
431.93274,167.2258,187.98286,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1121.png
461.22952,218.42122,168.54382,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1131.png
495.64993,170.12762,192.89673,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1136.png
458.37115,141.18091,234.5557,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1143.png
455.64465,204.27963,227.719,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1159.png
470.34726,164.7738,137.22166,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1163.png
466.4082,113.44704,177.0036,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1170.png
419.3341,127.38863,140.36534,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1174.png
406.49942,107.76463,198.63954,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1186.png
361.6402,134.29855,165.92366,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1221.png
293.7234,156.80408,132.3466,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1270.png
277.03348,116.07271,164.01344,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1273.png
240.1296,154.1515,151.40874,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_1305.png
255.69847,122.02827,112.50368,cow_12,cow_12,./dataset/test-41-different/all\cow_12\cow_12_1312.png
312.2665,107.74515,122.26719,cow_12,cow_12,./dataset/test-41-different/all\cow_12\cow_12_1330.png
379.75873,359.60806,129.3338,cow_12,cow_12,./dataset/test-41-different/all\cow_12\cow_12_144.png
396.66995,313.0289,138.60657,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_174.png
390.94733,336.9412,177.85625,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_212.png
130.46837,230.5478,293.84085,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_298.png
114.206345,209.1955,324.22833,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_300.png
380.623,245.90205,254.2781,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_31.png
21.720928,-133.88028,78.225555,cow_12,cow_11,./dataset/test-41-different/all\cow_12\cow_12_348.png
376.028,189.3715,214.3214,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_63.png
358.76578,142.27391,236.8294,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_70.png
396.14322,172.60526,262.95532,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_87.png
252.7437,192.77449,92.62343,cow_12,cow_10,./dataset/test-41-different/all\cow_12\cow_12_923.png
-35.25317,-356.42636,97.5229,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1509.png
-12.423359,-403.754,111.90429,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1525.png
-15.373314,-438.63705,64.60951,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1543.png
9.88335,-382.4156,57.7915,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1564.png
-71.87418,-406.88455,75.41989,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1601.png
-44.70915,-392.13348,25.61381,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1639.png
-31.1134,-335.5811,19.699842,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1716.png
-67.24139,-449.94882,17.212706,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1721.png
-104.12175,-402.66306,14.338759,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1724.png
-7.741577,-428.3349,-3.737202,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1725.png
-17.19243,-371.73022,-24.87434,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1731.png
-88.109886,-349.9231,39.142334,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1737.png
-61.51095,-417.4354,-34.41997,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1754.png
-80.36662,-352.26218,-22.326107,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1759.png
-64.84389,-374.29025,-76.07999,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1775.png
-115.69622,-394.83777,-49.06997,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_1790.png
-397.6692,-121.36419,141.35594,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_428.png
29.552706,-234.96954,107.4764,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_816.png
34.32657,-271.5128,75.00158,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_841.png
-274.63635,-2.7477682,-37.60967,cow_13,cow_13,./dataset/test-41-different/all\cow_13\cow_13_945.png
-276.5079,-21.642433,233.79546,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_1434.png
-238.86562,-9.090784,220.46957,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_1450.png
-257.94604,38.15897,178.05751,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_1887.png
164.18097,-46.817387,-48.14294,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_1949.png
134.17355,-91.287704,-51.77415,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_1980.png
107.52184,-56.999355,-34.185043,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_1989.png
210.86667,-121.910286,-19.38067,cow_14,cow_13,./dataset/test-41-different/all\cow_14\cow_14_2042.png
-123.25133,3.3031716,124.3155,cow_14,cow_13,./dataset/test-41-different/all\cow_14\cow_14_2071.png
-161.5896,6.857965,151.28891,cow_14,cow_13,./dataset/test-41-different/all\cow_14\cow_14_2090.png
153.59187,-78.251755,8.618797,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_2136.png
115.91283,-104.71065,1.4633559,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_2141.png
146.05708,-167.7695,-55.046337,cow_14,cow_13,./dataset/test-41-different/all\cow_14\cow_14_2227.png
189.38011,-160.33917,-76.057014,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_2232.png
186.5536,-188.50293,-35.387688,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_2235.png
-184.60603,64.69988,122.69058,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_2255.png
61.904884,-357.01022,-242.38635,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_565.png
98.208176,-360.26938,-202.82259,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_585.png
96.339424,-317.7319,-233.59055,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_604.png
53.85201,-326.62015,-200.4543,cow_14,cow_14,./dataset/test-41-different/all\cow_14\cow_14_620.png
109.416245,-306.89294,-170.42122,cow_14,cow_13,./dataset/test-41-different/all\cow_14\cow_14_657.png
-34.343845,-137.11191,-330.60983,cow_15,cow_15,./dataset/test-41-different/all\cow_15\cow_15_104.png
-47.49308,-197.0462,-328.54053,cow_15,cow_34,./dataset/test-41-different/all\cow_15\cow_15_11.png
-27.272358,-105.53046,-294.10184,cow_15,cow_15,./dataset/test-41-different/all\cow_15\cow_15_112.png
-0.6536878,-145.7877,-294.89392,cow_15,cow_15,./dataset/test-41-different/all\cow_15\cow_15_116.png
-30.484682,-138.04845,-223.3904,cow_15,cow_15,./dataset/test-41-different/all\cow_15\cow_15_178.png
-53.356525,-164.5877,-249.09433,cow_15,cow_15,./dataset/test-41-different/all\cow_15\cow_15_213.png
61.033558,-55.304455,-267.8161,cow_15,cow_15,./dataset/test-41-different/all\cow_15\cow_15_314.png
98.39154,-74.80397,-292.16788,cow_15,cow_15,./dataset/test-41-different/all\cow_15\cow_15_335.png
-35.118675,-309.99893,-255.61629,cow_16,cow_17,./dataset/test-41-different/all\cow_16\cow_16_1019.png
-38.334,-280.01514,-211.20566,cow_16,cow_14,./dataset/test-41-different/all\cow_16\cow_16_1048.png
27.709904,-202.09564,210.04022,cow_16,cow_16,./dataset/test-41-different/all\cow_16\cow_16_112.png
-7.0670414,-134.3046,215.40324,cow_16,cow_24,./dataset/test-41-different/all\cow_16\cow_16_2.png
-146.1937,-43.288227,-31.013502,cow_16,cow_16,./dataset/test-41-different/all\cow_16\cow_16_219.png
-38.868874,-163.07706,216.05421,cow_16,cow_24,./dataset/test-41-different/all\cow_16\cow_16_3.png
-94.52928,-57.070507,-23.13248,cow_16,cow_17,./dataset/test-41-different/all\cow_16\cow_16_312.png
-87.9556,-40.8634,-61.11553,cow_16,cow_17,./dataset/test-41-different/all\cow_16\cow_16_318.png
-111.82453,-90.81318,-71.675804,cow_16,cow_17,./dataset/test-41-different/all\cow_16\cow_16_336.png
-112.536766,-150.05643,-10.150965,cow_16,cow_20,./dataset/test-41-different/all\cow_16\cow_16_395.png
-87.627884,-184.21635,-3.9051087,cow_16,cow_16,./dataset/test-41-different/all\cow_16\cow_16_396.png
-118.25716,-173.48106,36.56809,cow_16,cow_20,./dataset/test-41-different/all\cow_16\cow_16_532.png
-10.495856,-218.66277,245.79292,cow_16,cow_16,./dataset/test-41-different/all\cow_16\cow_16_57.png
17.810673,-179.24887,261.13034,cow_16,cow_16,./dataset/test-41-different/all\cow_16\cow_16_76.png
39.490192,-227.19424,255.97708,cow_16,cow_16,./dataset/test-41-different/all\cow_16\cow_16_99.png
-29.466684,-332.3208,-203.67302,cow_16,cow_14,./dataset/test-41-different/all\cow_16\cow_16_994.png
-3.2415714,-266.05173,-258.51572,cow_17,cow_19,./dataset/test-41-different/all\cow_17\cow_17_1324.png
1.204921,-21.390856,-204.30135,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_170.png
-2.2602403,23.95058,-189.11147,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_183.png
-48.739235,37.920135,-116.410065,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_256.png
15.608531,2.1289206,-138.41656,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_28.png
13.305058,-18.632645,-70.837036,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_295.png
3.9773912,21.857296,-67.73914,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_298.png
53.014435,31.820541,-122.51037,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_323.png
-48.173004,-143.01472,-48.223568,cow_17,cow_3,./dataset/test-41-different/all\cow_17\cow_17_349.png
-29.957798,-126.84479,22.809402,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_412.png
-17.680796,-159.35373,46.377377,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_442.png
33.154945,-149.25148,-12.181365,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_461.png
-34.30346,-7.2711205,-134.59264,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_56.png
-114.25443,133.30962,384.41617,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_580.png
-86.25768,-276.90475,-283.75824,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_732.png
-104.70191,-304.00745,-228.3182,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_809.png
-102.15639,-259.8045,-216.67715,cow_17,cow_17,./dataset/test-41-different/all\cow_17\cow_17_812.png
0.31137568,-229.0461,-181.76195,cow_17,cow_18,./dataset/test-41-different/all\cow_17\cow_17_943.png
-28.113728,-200.55954,-164.10243,cow_17,cow_18,./dataset/test-41-different/all\cow_17\cow_17_964.png
-83.18865,-250.85693,-142.04398,cow_18,cow_18,./dataset/test-41-different/all\cow_18\cow_18_134.png
-153.82399,-278.43036,-261.7889,cow_18,cow_18,./dataset/test-41-different/all\cow_18\cow_18_1922.png
-153.12886,-233.94745,-254.39963,cow_18,cow_18,./dataset/test-41-different/all\cow_18\cow_18_1949.png
-94.57648,-219.59697,-91.23393,cow_18,cow_18,./dataset/test-41-different/all\cow_18\cow_18_208.png
-108.02085,-262.36124,-90.78068,cow_18,cow_18,./dataset/test-41-different/all\cow_18\cow_18_224.png
-138.31528,-254.06657,-140.90358,cow_18,cow_18,./dataset/test-41-different/all\cow_18\cow_18_249.png
-106.25477,-310.93234,-154.83119,cow_18,cow_17,./dataset/test-41-different/all\cow_18\cow_18_332.png
-4.96048,-213.74324,-74.43844,cow_18,cow_17,./dataset/test-41-different/all\cow_18\cow_18_465.png
-25.8826,-296.3263,-153.88943,cow_18,cow_18,./dataset/test-41-different/all\cow_18\cow_18_848.png
-255.44815,-149.85829,149.75113,cow_19,cow_21,./dataset/test-41-different/all\cow_19\cow_19_291.png
-239.68501,-169.97961,115.11557,cow_19,cow_21,./dataset/test-41-different/all\cow_19\cow_19_292.png
-77.735405,-382.11496,-220.59172,cow_19,cow_19,./dataset/test-41-different/all\cow_19\cow_19_575.png
-262.50525,-139.87479,-154.40149,cow_19,cow_15,./dataset/test-41-different/all\cow_19\cow_19_677.png
-226.73706,-219.09566,-112.54509,cow_19,cow_19,./dataset/test-41-different/all\cow_19\cow_19_735.png
-228.35928,-172.18181,-105.86985,cow_19,cow_19,./dataset/test-41-different/all\cow_19\cow_19_776.png
-272.15262,-194.17047,-101.29853,cow_19,cow_19,./dataset/test-41-different/all\cow_19\cow_19_806.png
-224.43784,-207.17537,-163.71399,cow_19,cow_19,./dataset/test-41-different/all\cow_19\cow_19_948.png
31.559319,-52.9976,164.51596,cow_2,cow_6,./dataset/test-41-different/all\cow_2\cow_2_219.png
36.612335,-49.718807,123.8825,cow_2,cow_6,./dataset/test-41-different/all\cow_2\cow_2_225.png
178.61668,-76.13064,197.3575,cow_2,cow_2,./dataset/test-41-different/all\cow_2\cow_2_466.png
142.4851,-36.29076,205.74876,cow_2,cow_2,./dataset/test-41-different/all\cow_2\cow_2_476.png
123.108215,-86.32453,183.06543,cow_2,cow_2,./dataset/test-41-different/all\cow_2\cow_2_504.png
106.94802,-125.50177,-397.71622,cow_2,cow_2,./dataset/test-41-different/all\cow_2\cow_2_520.png
91.36267,-70.31202,236.0202,cow_2,cow_2,./dataset/test-41-different/all\cow_2\cow_2_551.png
130.13986,-116.10597,241.85551,cow_2,cow_2,./dataset/test-41-different/all\cow_2\cow_2_565.png
121.141846,-32.992966,269.96112,cow_2,cow_2,./dataset/test-41-different/all\cow_2\cow_2_576.png
162.9732,-73.874664,266.27728,cow_2,cow_2,./dataset/test-41-different/all\cow_2\cow_2_578.png
109.54148,-88.80121,291.08936,cow_2,cow_2,./dataset/test-41-different/all\cow_2\cow_2_585.png
-216.76158,160.69432,265.73276,cow_2,cow_2,./dataset/test-41-different/all\cow_2\cow_2_632.png
-189.8824,173.47125,216.10078,cow_2,cow_12,./dataset/test-41-different/all\cow_2\cow_2_653.png
-174.54707,125.97082,248.44972,cow_2,cow_12,./dataset/test-41-different/all\cow_2\cow_2_655.png
-163.52133,181.75917,270.212,cow_2,cow_12,./dataset/test-41-different/all\cow_2\cow_2_670.png
-134.64813,160.33879,225.65413,cow_2,cow_12,./dataset/test-41-different/all\cow_2\cow_2_694.png
76.943115,-296.51904,-27.010061,cow_20,cow_20,./dataset/test-41-different/all\cow_20\cow_20_1674.png
81.53367,-260.46487,-57.753963,cow_20,cow_20,./dataset/test-41-different/all\cow_20\cow_20_1677.png
75.0839,-250.90523,-10.505452,cow_20,cow_20,./dataset/test-41-different/all\cow_20\cow_20_1711.png
284.09662,-110.186005,207.4933,cow_20,cow_20,./dataset/test-41-different/all\cow_20\cow_20_2146.png
294.836,-148.68959,211.49704,cow_20,cow_20,./dataset/test-41-different/all\cow_20\cow_20_2211.png
-130.45259,-358.84158,-125.28888,cow_20,cow_21,./dataset/test-41-different/all\cow_20\cow_20_25.png
-23.112461,-125.83451,-87.91468,cow_20,cow_21,./dataset/test-41-different/all\cow_20\cow_20_420.png
-183.53587,-204.11899,-10.669842,cow_21,cow_32,./dataset/test-41-different/all\cow_21\cow_21_10.png
-281.28378,-91.62028,92.46226,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1448.png
-66.10489,-257.54434,-27.280722,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1537.png
2.3858705,-219.03827,-23.423428,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1651.png
-324.67505,-135.57924,107.80162,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1764.png
-334.85657,-171.68144,52.4645,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1788.png
-299.7605,-130.3451,40.652252,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1796.png
-316.80405,-161.68912,-1.7549446,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1801.png
-349.18323,-119.43551,13.865267,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1806.png
-340.35547,-85.023865,67.58908,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1871.png
-379.1537,-130.67705,66.95703,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1873.png
-329.25186,-53.62307,23.522865,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1881.png
-356.55444,-30.233904,68.20153,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1886.png
-388.37436,-71.666306,28.00587,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1923.png
-397.14532,-71.3969,94.33634,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1932.png
-344.3915,-67.865776,125.27187,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1939.png
-152.11295,-167.95284,-105.29541,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_1990.png
-306.34244,-92.65458,-32.244892,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_2627.png
-196.28065,-202.39742,28.675175,cow_21,cow_32,./dataset/test-41-different/all\cow_21\cow_21_3.png
-390.7729,-167.13,-5.251539,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_657.png
-278.7307,-23.93559,79.349075,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_764.png
-255.2583,-74.75028,22.99481,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_846.png
-225.5261,-115.338264,-8.064261,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_858.png
-195.87817,-111.33604,23.522324,cow_21,cow_21,./dataset/test-41-different/all\cow_21\cow_21_859.png
-44.726482,340.7265,214.92526,cow_22,cow_22,./dataset/test-41-different/all\cow_22\cow_22_1173.png
104.4276,272.93283,173.06363,cow_22,cow_22,./dataset/test-41-different/all\cow_22\cow_22_1226.png
168.34125,129.76175,88.20926,cow_22,cow_22,./dataset/test-41-different/all\cow_22\cow_22_1254.png
187.7824,134.78477,51.797028,cow_22,cow_22,./dataset/test-41-different/all\cow_22\cow_22_1257.png
